Step Number,Energy per particle,Pressure
0, 531306666.53308326, 1912711225.6756551
100, 513548181.3288926, 1848779988.8860447
200, 513317581.5552529, 1847949783.2100449
300, 491427376.56625515, 1769144231.813651
400, 491143063.2326314, 1768120599.6087706
500, 489558294.00803983, 1762415143.1291573
600, 489538108.3011793, 1762342441.524694
700, 489438221.61412495, 1761982773.3286192
800, 88778252.78346889, 319604519.7285294
900, 54085593.73328162, 194710022.8927602
