Step Number,Energy per particle,Pressure
0, -5.925288544248709, 4.411527324302923
10000, -6.019760635244582, 3.9573697674874464
20000, -6.0648472463891325, 3.7100092856411893
30000, -6.051721489828085, 3.641581104117318
40000, -6.118665388514139, 3.409009332233844
50000, -6.117161368591744, 3.383619534528927
60000, -6.154441957895006, 3.1939924007092704
70000, -6.0779992733044566, 3.5296717876757975
80000, -6.079112359077167, 3.572785895063001
90000, -6.138485239909255, 3.3319566998717542
